4.4, 1006.8, 60
11, 1011, 73
0.2, 1015.1, 37
0, 1016.7, 32
0, 1020, 40
0, 1021.4, 46
0, 1017.4, 42
0, 1012.8, 38
0, 1009.1, 31
1.8, 1008.4, 56
6.6, 1002.3, 42
0, 1005.4, 32
0, 1007.2, 34
0, 1014.3, 35
0, 1014.4, 27
0, 1009.1, 25
0, 1009.9, 78
10.4, 1014.5, 34
0, 1019.3, 31
0, 1023.2, 37
0, 1020.4, 28
0, 1018.2, 28
0, 1022.2, 35
0, 1019.3, 24
0, 1017.7, 34
3, 1020.7, 39
0, 1023.1, 33
0, 1020.4, 28
0, 1019.3, 18
0.2, 1017.6, 23
0, 1017.7, 18
0, 1019.1, 15
0, 1019.3, 15
0, 1020.7, 17
0, 1020.6, 22
0, 1018.8, 30
0, 1018.7, 48
0, 1009.4, 35
0, 1019.3, 62
0, 1021.8, 64
0, 1019.3, 44
0.6, 1015.4, 68
6.4, 1006.5, 93
19.8, 1008.4, 50
0, 1012.6, 36
0, 1015, 35
0, 1011.3, 30
0, 1009.3, 34
0, 1013, 42
0, 1021.2, 34
0, 1010.5, 26
2.6, 1012.7, 40
0, 1019.1, 33
0, 1022.3, 27
0, 1024.1, 35
0, 1024, 48
0, 1025.4, 45
0, 1021.8, 49
0, 1019.2, 28
0, 1016.9, 29
0, 1015.8, 32
2, 1013.8, 56
5.2, 1019.6, 40
0, 1023.9, 36
0, 1024.4, 39
0, 1023.3, 44
0, 1024.1, 43
0, 1027.4, 51
0, 1024.2, 65
0, 1021, 34
0, 1023.5, 49
0, 1022.2, 43
0, 1019.8, 55
0, 1014.3, 42
0.2, 1006.7, 34
0, 997.7, 51
7.2, 1008.1, 60
0.2, 1019.6, 40
0, 1020.5, 40
0, 1018.5, 54
0, 1017.3, 38
0, 1017.4, 42
0, 1018.5, 42
0, 1015.8, 41
0, 1013.8, 53
0, 1013.5, 43
0, 1018.9, 44
0, 1020.3, 36
0, 1020, 41
0, 1021.5, 52
0, 1020.3, 47
0, 1021.4, 34
0, 1021, 44
0, 1018.7, 40
1.8, 1013.7, 69
1, 1005.9, 78
0.8, 1008.3, 53
0, 1014.3, 36
0, 1018.6, 52
0, 1022.9, 47
0, 1026, 43
0, 1024.8, 49
0, 1023.5, 43
0, 1021.8, 48
3.8, 1023.1, 50
5.2, 1022.3, 55
0, 1024.7, 50
0.2, 1029.6, 45
0, 1028.7, 46
0, 1027.4, 38
0, 1028.9, 67
0, 1027.1, 67
0.8, 1027.2, 86
3.8, 1025.7, 65
0, 1023.4, 65
0, 1022.1, 42
0, 1027, 42
0, 1031.7, 70
0, 1027.9, 65
6.2, 1024.3, 94
4.8, 1022.1, 65
0.2, 1019.7, 48
0.6, 1014.1, 58
0, 1025.6, 49
0, 1026.3, 57
0, 1024.8, 51
0, 1025.5, 58
0, 1023.5, 70
0, 1019.7, 63
4.8, 1019.2, 86
0.6, 1021, 59
0, 1025.7, 44
0, 1022.1, 53
0, 1024.2, 69
0, 1021.9, 54
0, 1020.4, 48
0, 1025, 51
0, 1026, 41
0, 1020.9, 38
0, 1010.2, 68
2, 1012.3, 56
0.2, 1014, 53
0, 1021.9, 53
0, 1030, 52
0, 1028.9, 55
0, 1026.3, 59
0.8, 1021.1, 96
16.8, 1019.6, 72
0, 1016.8, 68
0, 1010.5, 85
1.6, 1018.2, 66
0.2, 1022.7, 54
0, 1021.9, 69
0, 1019, 51
0, 1020.1, 46
0.2, 1020.8, 62
0, 1013.9, 55
0, 1009.4, 73
1.2, 1014.9, 48
0.2, 1009, 87
19.2, 1010.3, 56
0, 1025.8, 33
0, 1031.1, 48
0, 1027.4, 51
0, 1020.9, 25
0.2, 1015.3, 50
0, 1010, 66
1.4, 1014.9, 56
0, 1016.8, 49
0, 1014.6, 48
0, 1012.9, 38
1, 1001.3, 82
6.6, 1014.9, 56
0, 1018.1, 48
0, 1018.3, 60
0, 1019.2, 72
4, 1017.6, 48
0, 1015.9, 78
1.2, 1019.1, 62
0, 1019, 70
0.4, 1012.6, 68
0.4, 1016.6, 60
0, 1020.1, 63
0, 1022.4, 41
0, 1018.2, 45
0, 1012.4, 51
0, 1011.8, 27
0, 1022, 35
0, 1021.8, 30
0, 1025.6, 47
0, 1024.4, 36
0, 1017.8, 27
0, 1016.8, 44
0, 1025.5, 38
0, 1028, 28
0, 1024.4, 34
0, 1020.3, 23
0, 1025.5, 23
0, 1025.9, 43
0, 1022.9, 45
0, 1017.5, 45
4, 1010.4, 85
7.4, 1021.7, 34
0, 1024.8, 44
0, 1033.2, 51
0.2, 1031.9, 61
0, 1023.5, 73
0, 1016.2, 33
0, 1013.9, 33
1, 1018.2, 37
0, 1020.9, 25
0, 1017.9, 35
0, 1013.9, 20
0, 1010.9, 27
0, 1011.4, 31
9.8, 1006, 43
1.6, 1001.5, 33
3.4, 1017.6, 33
0, 1022.1, 43
0, 1015.6, 36
0, 1011.7, 30
0, 1010.9, 15
0, 1015.1, 25
0, 1006.5, 50
17.4, 1017.8, 44
0, 1027.7, 33
0, 1026.9, 32
0, 1020.6, 35
0, 1016.4, 25
0, 1009.9, 25
0, 1013.9, 32
0, 1017, 34
0, 1015.4, 16
0, 1014.1, 21
0, 1011.8, 22
7.6, 1013.2, 65
3, 1013.6, 46
0, 1005.3, 40
8.2, 1013.3, 45
0, 1017.5, 33
0, 1024.2, 22
0, 1024.9, 25
0, 1023.8, 30
0, 1021.5, 27
0, 1016, 47
13.2, 1016.7, 61
0.6, 1019.7, 42
0, 1022.3, 30
0, 1020.7, 34
0, 1022.2, 31
0, 1019.8, 30
0.2, 1017.5, 20
0, 1018.6, 28
0.8, 1023.1, 24
0, 1022.8, 25
0, 1018.4, 29
0, 1014.6, 16
0, 1014.2, 20
0, 1010.8, 15
0, 1016.9, 22
0, 1022.8, 47
0, 1016.2, 39
0, 1009.2, 13
